image_filenames,label_filenames
patient045/patient045_ED_resamp.nii.gz,patient045/patient045_ED_resamp_gt.nii.gz
patient022/patient022_ES_resamp.nii.gz,patient022/patient022_ES_resamp_gt.nii.gz
patient022/patient022_ED_resamp.nii.gz,patient022/patient022_ED_resamp_gt.nii.gz
patient004/patient004_ES_resamp.nii.gz,patient004/patient004_ES_resamp_gt.nii.gz
patient004/patient004_ED_resamp.nii.gz,patient004/patient004_ED_resamp_gt.nii.gz
patient068/patient068_ES_resamp.nii.gz,patient068/patient068_ES_resamp_gt.nii.gz
patient068/patient068_ED_resamp.nii.gz,patient068/patient068_ED_resamp_gt.nii.gz
patient002/patient002_ES_resamp.nii.gz,patient002/patient002_ES_resamp_gt.nii.gz
patient002/patient002_ED_resamp.nii.gz,patient002/patient002_ED_resamp_gt.nii.gz
patient029/patient029_ES_resamp.nii.gz,patient029/patient029_ES_resamp_gt.nii.gz
patient029/patient029_ED_resamp.nii.gz,patient029/patient029_ED_resamp_gt.nii.gz
patient059/patient059_ES_resamp.nii.gz,patient059/patient059_ES_resamp_gt.nii.gz
patient059/patient059_ED_resamp.nii.gz,patient059/patient059_ED_resamp_gt.nii.gz
patient088/patient088_ES_resamp.nii.gz,patient088/patient088_ES_resamp_gt.nii.gz
patient088/patient088_ED_resamp.nii.gz,patient088/patient088_ED_resamp_gt.nii.gz
patient075/patient075_ES_resamp.nii.gz,patient075/patient075_ES_resamp_gt.nii.gz
patient075/patient075_ED_resamp.nii.gz,patient075/patient075_ED_resamp_gt.nii.gz
patient006/patient006_ES_resamp.nii.gz,patient006/patient006_ES_resamp_gt.nii.gz
patient006/patient006_ED_resamp.nii.gz,patient006/patient006_ED_resamp_gt.nii.gz
patient085/patient085_ES_resamp.nii.gz,patient085/patient085_ES_resamp_gt.nii.gz
patient085/patient085_ED_resamp.nii.gz,patient085/patient085_ED_resamp_gt.nii.gz
patient074/patient074_ES_resamp.nii.gz,patient074/patient074_ES_resamp_gt.nii.gz
patient074/patient074_ED_resamp.nii.gz,patient074/patient074_ED_resamp_gt.nii.gz
patient024/patient024_ES_resamp.nii.gz,patient024/patient024_ES_resamp_gt.nii.gz
patient024/patient024_ED_resamp.nii.gz,patient024/patient024_ED_resamp_gt.nii.gz
patient092/patient092_ES_resamp.nii.gz,patient092/patient092_ES_resamp_gt.nii.gz
patient092/patient092_ED_resamp.nii.gz,patient092/patient092_ED_resamp_gt.nii.gz
patient051/patient051_ES_resamp.nii.gz,patient051/patient051_ES_resamp_gt.nii.gz
patient051/patient051_ED_resamp.nii.gz,patient051/patient051_ED_resamp_gt.nii.gz
patient012/patient012_ES_resamp.nii.gz,patient012/patient012_ES_resamp_gt.nii.gz
patient012/patient012_ED_resamp.nii.gz,patient012/patient012_ED_resamp_gt.nii.gz
patient026/patient026_ES_resamp.nii.gz,patient026/patient026_ES_resamp_gt.nii.gz
patient026/patient026_ED_resamp.nii.gz,patient026/patient026_ED_resamp_gt.nii.gz
patient035/patient035_ES_resamp.nii.gz,patient035/patient035_ES_resamp_gt.nii.gz
patient035/patient035_ED_resamp.nii.gz,patient035/patient035_ED_resamp_gt.nii.gz
patient081/patient081_ES_resamp.nii.gz,patient081/patient081_ES_resamp_gt.nii.gz
patient081/patient081_ED_resamp.nii.gz,patient081/patient081_ED_resamp_gt.nii.gz
patient037/patient037_ES_resamp.nii.gz,patient037/patient037_ES_resamp_gt.nii.gz
patient037/patient037_ED_resamp.nii.gz,patient037/patient037_ED_resamp_gt.nii.gz
patient091/patient091_ES_resamp.nii.gz,patient091/patient091_ES_resamp_gt.nii.gz
patient091/patient091_ED_resamp.nii.gz,patient091/patient091_ED_resamp_gt.nii.gz
patient069/patient069_ES_resamp.nii.gz,patient069/patient069_ES_resamp_gt.nii.gz
patient069/patient069_ED_resamp.nii.gz,patient069/patient069_ED_resamp_gt.nii.gz
patient080/patient080_ES_resamp.nii.gz,patient080/patient080_ES_resamp_gt.nii.gz
patient080/patient080_ED_resamp.nii.gz,patient080/patient080_ED_resamp_gt.nii.gz
patient038/patient038_ES_resamp.nii.gz,patient038/patient038_ES_resamp_gt.nii.gz
patient038/patient038_ED_resamp.nii.gz,patient038/patient038_ED_resamp_gt.nii.gz
patient050/patient050_ES_resamp.nii.gz,patient050/patient050_ES_resamp_gt.nii.gz
patient050/patient050_ED_resamp.nii.gz,patient050/patient050_ED_resamp_gt.nii.gz
patient010/patient010_ES_resamp.nii.gz,patient010/patient010_ES_resamp_gt.nii.gz
patient010/patient010_ED_resamp.nii.gz,patient010/patient010_ED_resamp_gt.nii.gz
patient042/patient042_ES_resamp.nii.gz,patient042/patient042_ES_resamp_gt.nii.gz
patient042/patient042_ED_resamp.nii.gz,patient042/patient042_ED_resamp_gt.nii.gz
patient049/patient049_ES_resamp.nii.gz,patient049/patient049_ES_resamp_gt.nii.gz
patient049/patient049_ED_resamp.nii.gz,patient049/patient049_ED_resamp_gt.nii.gz
patient072/patient072_ES_resamp.nii.gz,patient072/patient072_ES_resamp_gt.nii.gz
patient072/patient072_ED_resamp.nii.gz,patient072/patient072_ED_resamp_gt.nii.gz
patient096/patient096_ES_resamp.nii.gz,patient096/patient096_ES_resamp_gt.nii.gz
patient096/patient096_ED_resamp.nii.gz,patient096/patient096_ED_resamp_gt.nii.gz
patient043/patient043_ES_resamp.nii.gz,patient043/patient043_ES_resamp_gt.nii.gz
patient043/patient043_ED_resamp.nii.gz,patient043/patient043_ED_resamp_gt.nii.gz
patient098/patient098_ES_resamp.nii.gz,patient098/patient098_ES_resamp_gt.nii.gz
patient098/patient098_ED_resamp.nii.gz,patient098/patient098_ED_resamp_gt.nii.gz
patient071/patient071_ES_resamp.nii.gz,patient071/patient071_ES_resamp_gt.nii.gz
patient071/patient071_ED_resamp.nii.gz,patient071/patient071_ED_resamp_gt.nii.gz
patient040/patient040_ES_resamp.nii.gz,patient040/patient040_ES_resamp_gt.nii.gz
patient040/patient040_ED_resamp.nii.gz,patient040/patient040_ED_resamp_gt.nii.gz
patient090/patient090_ES_resamp.nii.gz,patient090/patient090_ES_resamp_gt.nii.gz
patient090/patient090_ED_resamp.nii.gz,patient090/patient090_ED_resamp_gt.nii.gz
patient033/patient033_ES_resamp.nii.gz,patient033/patient033_ES_resamp_gt.nii.gz
patient033/patient033_ED_resamp.nii.gz,patient033/patient033_ED_resamp_gt.nii.gz
patient095/patient095_ES_resamp.nii.gz,patient095/patient095_ES_resamp_gt.nii.gz
patient095/patient095_ED_resamp.nii.gz,patient095/patient095_ED_resamp_gt.nii.gz
patient063/patient063_ES_resamp.nii.gz,patient063/patient063_ES_resamp_gt.nii.gz
patient063/patient063_ED_resamp.nii.gz,patient063/patient063_ED_resamp_gt.nii.gz
patient067/patient067_ES_resamp.nii.gz,patient067/patient067_ES_resamp_gt.nii.gz
patient067/patient067_ED_resamp.nii.gz,patient067/patient067_ED_resamp_gt.nii.gz
patient089/patient089_ES_resamp.nii.gz,patient089/patient089_ES_resamp_gt.nii.gz
patient089/patient089_ED_resamp.nii.gz,patient089/patient089_ED_resamp_gt.nii.gz
patient097/patient097_ES_resamp.nii.gz,patient097/patient097_ES_resamp_gt.nii.gz
patient097/patient097_ED_resamp.nii.gz,patient097/patient097_ED_resamp_gt.nii.gz
patient007/patient007_ES_resamp.nii.gz,patient007/patient007_ES_resamp_gt.nii.gz
patient007/patient007_ED_resamp.nii.gz,patient007/patient007_ED_resamp_gt.nii.gz
patient082/patient082_ES_resamp.nii.gz,patient082/patient082_ES_resamp_gt.nii.gz
patient082/patient082_ED_resamp.nii.gz,patient082/patient082_ED_resamp_gt.nii.gz
patient013/patient013_ES_resamp.nii.gz,patient013/patient013_ES_resamp_gt.nii.gz
patient013/patient013_ED_resamp.nii.gz,patient013/patient013_ED_resamp_gt.nii.gz
patient046/patient046_ES_resamp.nii.gz,patient046/patient046_ES_resamp_gt.nii.gz
patient046/patient046_ED_resamp.nii.gz,patient046/patient046_ED_resamp_gt.nii.gz
patient064/patient064_ES_resamp.nii.gz,patient064/patient064_ES_resamp_gt.nii.gz
patient064/patient064_ED_resamp.nii.gz,patient064/patient064_ED_resamp_gt.nii.gz
patient083/patient083_ES_resamp.nii.gz,patient083/patient083_ES_resamp_gt.nii.gz
patient083/patient083_ED_resamp.nii.gz,patient083/patient083_ED_resamp_gt.nii.gz
patient048/patient048_ES_resamp.nii.gz,patient048/patient048_ES_resamp_gt.nii.gz
patient048/patient048_ED_resamp.nii.gz,patient048/patient048_ED_resamp_gt.nii.gz
patient028/patient028_ES_resamp.nii.gz,patient028/patient028_ES_resamp_gt.nii.gz
patient028/patient028_ED_resamp.nii.gz,patient028/patient028_ED_resamp_gt.nii.gz
patient008/patient008_ES_resamp.nii.gz,patient008/patient008_ES_resamp_gt.nii.gz
patient008/patient008_ED_resamp.nii.gz,patient008/patient008_ED_resamp_gt.nii.gz
patient020/patient020_ES_resamp.nii.gz,patient020/patient020_ES_resamp_gt.nii.gz
patient020/patient020_ED_resamp.nii.gz,patient020/patient020_ED_resamp_gt.nii.gz
patient100/patient100_ES_resamp.nii.gz,patient100/patient100_ES_resamp_gt.nii.gz
patient100/patient100_ED_resamp.nii.gz,patient100/patient100_ED_resamp_gt.nii.gz
patient021/patient021_ES_resamp.nii.gz,patient021/patient021_ES_resamp_gt.nii.gz
patient021/patient021_ED_resamp.nii.gz,patient021/patient021_ED_resamp_gt.nii.gz
patient018/patient018_ES_resamp.nii.gz,patient018/patient018_ES_resamp_gt.nii.gz
patient018/patient018_ED_resamp.nii.gz,patient018/patient018_ED_resamp_gt.nii.gz
patient052/patient052_ES_resamp.nii.gz,patient052/patient052_ES_resamp_gt.nii.gz
patient052/patient052_ED_resamp.nii.gz,patient052/patient052_ED_resamp_gt.nii.gz
patient070/patient070_ES_resamp.nii.gz,patient070/patient070_ES_resamp_gt.nii.gz
patient070/patient070_ED_resamp.nii.gz,patient070/patient070_ED_resamp_gt.nii.gz
