image_filenames,label_filenames
images/069_M1.nii.gz,labels/069_M1.nii.gz
images/188_M1.nii.gz,labels/188_M1.nii.gz
images/156_M1.nii.gz,labels/156_M1.nii.gz
images/026_M1.nii.gz,labels/026_M1.nii.gz
images/036_M1.nii.gz,labels/036_M1.nii.gz
images/070_M1.nii.gz,labels/070_M1.nii.gz
images/168_M1.nii.gz,labels/168_M1.nii.gz
images/098_D8.nii.gz,labels/098_D8.nii.gz
images/022_M1.nii.gz,labels/022_M1.nii.gz
images/207_M1.nii.gz,labels/207_M1.nii.gz
images/205_M1.nii.gz,labels/205_M1.nii.gz
images/281_M1.nii.gz,labels/281_M1.nii.gz
images/056_D8.nii.gz,labels/056_D8.nii.gz
images/109_M12.nii.gz,labels/109_M12.nii.gz
images/110_D8.nii.gz,labels/110_D8.nii.gz
images/115_M1.nii.gz,labels/115_M1.nii.gz
images/219_M12.nii.gz,labels/219_M12.nii.gz
images/004_M12.nii.gz,labels/004_M12.nii.gz
images/068_D8.nii.gz,labels/068_D8.nii.gz
images/065_D8.nii.gz,labels/065_D8.nii.gz
images/203_M1.nii.gz,labels/203_M1.nii.gz
images/132_M1.nii.gz,labels/132_M1.nii.gz
images/037_M1.nii.gz,labels/037_M1.nii.gz
images/208_M12.nii.gz,labels/208_M12.nii.gz
images/031_M12.nii.gz,labels/031_M12.nii.gz
images/147_M12.nii.gz,labels/147_M12.nii.gz
images/080_D8.nii.gz,labels/080_D8.nii.gz
images/130_D8.nii.gz,labels/130_D8.nii.gz
images/076_D8.nii.gz,labels/076_D8.nii.gz
images/267_M1.nii.gz,labels/267_M1.nii.gz
images/086_D8.nii.gz,labels/086_D8.nii.gz
images/271_M1.nii.gz,labels/271_M1.nii.gz
images/280_M1.nii.gz,labels/280_M1.nii.gz
images/052_D8.nii.gz,labels/052_D8.nii.gz
images/005_M1.nii.gz,labels/005_M1.nii.gz
images/102_M1.nii.gz,labels/102_M1.nii.gz
images/150_M1.nii.gz,labels/150_M1.nii.gz
images/221_M12.nii.gz,labels/221_M12.nii.gz
images/073_D8.nii.gz,labels/073_D8.nii.gz
images/243_M1.nii.gz,labels/243_M1.nii.gz
images/002_M1.nii.gz,labels/002_M1.nii.gz
images/154_M1.nii.gz,labels/154_M1.nii.gz
images/002_M12.nii.gz,labels/002_M12.nii.gz
images/006_D8.nii.gz,labels/006_D8.nii.gz
images/253_M1.nii.gz,labels/253_M1.nii.gz
images/149_M1.nii.gz,labels/149_M1.nii.gz
images/296_M1.nii.gz,labels/296_M1.nii.gz
images/075_D8.nii.gz,labels/075_D8.nii.gz
images/184_M12.nii.gz,labels/184_M12.nii.gz
images/143_M1.nii.gz,labels/143_M1.nii.gz
images/167_M1.nii.gz,labels/167_M1.nii.gz
images/002_D8.nii.gz,labels/002_D8.nii.gz
images/114_D8.nii.gz,labels/114_D8.nii.gz
images/271_M12.nii.gz,labels/271_M12.nii.gz
images/030_M1.nii.gz,labels/030_M1.nii.gz
images/268_M1.nii.gz,labels/268_M1.nii.gz
images/067_M1.nii.gz,labels/067_M1.nii.gz
images/079_D8.nii.gz,labels/079_D8.nii.gz
images/024_D8.nii.gz,labels/024_D8.nii.gz
images/074_D8.nii.gz,labels/074_D8.nii.gz
images/227_M1.nii.gz,labels/227_M1.nii.gz
images/108_D8.nii.gz,labels/108_D8.nii.gz
images/160_M1.nii.gz,labels/160_M1.nii.gz
images/121_M1.nii.gz,labels/121_M1.nii.gz
images/067_M12.nii.gz,labels/067_M12.nii.gz
images/009_D8.nii.gz,labels/009_D8.nii.gz
images/170_M1.nii.gz,labels/170_M1.nii.gz
images/154_M12.nii.gz,labels/154_M12.nii.gz
images/064_D8.nii.gz,labels/064_D8.nii.gz
images/117_M1.nii.gz,labels/117_M1.nii.gz
images/055_D8.nii.gz,labels/055_D8.nii.gz
images/172_M12.nii.gz,labels/172_M12.nii.gz
images/259_M1.nii.gz,labels/259_M1.nii.gz
images/213_M1.nii.gz,labels/213_M1.nii.gz
images/059_M1.nii.gz,labels/059_M1.nii.gz
images/284_M1.nii.gz,labels/284_M1.nii.gz
images/126_D8.nii.gz,labels/126_D8.nii.gz
images/053_M12.nii.gz,labels/053_M12.nii.gz
images/018_M1.nii.gz,labels/018_M1.nii.gz
images/207_M12.nii.gz,labels/207_M12.nii.gz
images/160_M12.nii.gz,labels/160_M12.nii.gz
images/197_M1.nii.gz,labels/197_M1.nii.gz
images/193_M1.nii.gz,labels/193_M1.nii.gz
images/059_D8.nii.gz,labels/059_D8.nii.gz
images/072_D8.nii.gz,labels/072_D8.nii.gz
images/239_M1.nii.gz,labels/239_M1.nii.gz
images/292_M1.nii.gz,labels/292_M1.nii.gz
