image_filenames,label_filenames
071/071_SA_ES_resamp.nii.gz,071/071_SA_ES_resamp_gt.nii.gz
072/072_SA_ED_resamp.nii.gz,072/072_SA_ED_resamp_gt.nii.gz
072/072_SA_ES_resamp.nii.gz,072/072_SA_ES_resamp_gt.nii.gz
073/073_SA_ED_resamp.nii.gz,073/073_SA_ED_resamp_gt.nii.gz
073/073_SA_ES_resamp.nii.gz,073/073_SA_ES_resamp_gt.nii.gz
074/074_SA_ED_resamp.nii.gz,074/074_SA_ED_resamp_gt.nii.gz
074/074_SA_ES_resamp.nii.gz,074/074_SA_ES_resamp_gt.nii.gz
075/075_SA_ED_resamp.nii.gz,075/075_SA_ED_resamp_gt.nii.gz
075/075_SA_ES_resamp.nii.gz,075/075_SA_ES_resamp_gt.nii.gz
076/076_SA_ED_resamp.nii.gz,076/076_SA_ED_resamp_gt.nii.gz
076/076_SA_ES_resamp.nii.gz,076/076_SA_ES_resamp_gt.nii.gz
077/077_SA_ED_resamp.nii.gz,077/077_SA_ED_resamp_gt.nii.gz
077/077_SA_ES_resamp.nii.gz,077/077_SA_ES_resamp_gt.nii.gz
078/078_SA_ED_resamp.nii.gz,078/078_SA_ED_resamp_gt.nii.gz
078/078_SA_ES_resamp.nii.gz,078/078_SA_ES_resamp_gt.nii.gz
079/079_SA_ED_resamp.nii.gz,079/079_SA_ED_resamp_gt.nii.gz
079/079_SA_ES_resamp.nii.gz,079/079_SA_ES_resamp_gt.nii.gz
080/080_SA_ED_resamp.nii.gz,080/080_SA_ED_resamp_gt.nii.gz
080/080_SA_ES_resamp.nii.gz,080/080_SA_ES_resamp_gt.nii.gz
